"Dim1","Dim2","Dim3","Val"
"battery_4","p69","2046",112.204531033916
"battery_4","p69","2048",0.391761363636361
"battery_4","p69","2050",0.535331439393939
"battery_4","p70","2044",2.34879120521703
"battery_4","p70","2048",184.541738035597
"battery_4","p70","2050",175.41269375
"battery_4","p71","2046",0.643450000000001
"battery_4","p72","2044",0.879318253163277
"battery_4","p74","2038",0.05875625
"battery_4","p74","2046",0.1264375
"battery_4","p74","2048",0.196996193807221
"battery_4","p74","2050",0.11478947957617
"battery_4","p75","2038",0.545706353633166
"battery_4","p75","2046",122.57352218865
"battery_4","p76","2046",0.0426993070530877
"battery_4","p76","2048",0.286052423448567
"battery_4","p77","2038",2.95706950061374
"battery_4","p78","2046",61.438386802761
"battery_4","p78","2048",0.658021671316569
"battery_4","p78","2050",1.51638225642592
"battery_4","p79","2046",117.727150770327
"battery_4","p79","2048",27.7063394214261
"battery_4","p80","2038",1.19487794691007
"battery_4","p80","2040",0.02735830521965
"battery_4","p80","2046",356.033479075452
"battery_4","p80","2048",130.412595553597
"battery_4","p82","2046",0.522602596440695
"battery_4","p83","2044",0.260312499999998
"battery_4","p83","2046",66.6345437220396
"battery_4","p83","2050",27.9217215437206
"battery_4","p84","2048",0.212194531250001
"battery_4","p85","2040",0.184320000000004
"battery_4","p85","2042",1.4161
"battery_4","p87","2044",3.75922280491096
"battery_4","p88","2048",11.2819612870536
"battery_4","p88","2050",33.2657493722289
"battery_4","p89","2046",0.378050000000002
"battery_4","p89","2048",13.7310108897333
"battery_4","p89","2050",76.8288180227611
"battery_4","p92","2048",17.96475
"battery_4","p92","2050",30.5387469288025
"battery_4","p96","2048",20.8582
"battery_4","p98","2046",0.0498312499998974
"battery_4","p98","2048",14.9473846549668
"battery_4","p99","2044",33.6281858943667
"battery_4","p99","2048",165.06466396492
"battery_4","p102","2050",70.5378213102498
"battery_4","p104","2042",5.2544152317088
"battery_4","p104","2044",0.0232774542094205
"battery_4","p104","2046",5.52757731408178
"battery_4","p104","2050",10.3999736554607
"battery_4","p106","2046",0.290062499999863
"battery_4","p106","2050",42.1859191876442
"battery_4","p108","2048",14.4922598942496
"battery_4","p108","2050",24.6802293567707
"battery_4","p109","2050",39.0576387686714
"battery_4","p111","2038",0.00280000000000058
"battery_4","p113","2044",5.50153404338676
"battery_4","p113","2048",9.72385731261167
"battery_4","p113","2050",42.3752504734695
"battery_4","p114","2048",1.14482107865729
"battery_4","p116","2048",0.0504193849747515
"battery_4","p119","2046",0.0446250000000248
"battery_4","p119","2048",0.508724999999967
"battery_4","p119","2050",0.209737500000017
"battery_4","p121","2038",45.3652052015424
"battery_4","p123","2038",4.81218377570713
"battery_4","p123","2046",1.34935422187176
"battery_4","p123","2048",0.535401733764516
"battery_4","p125","2038",3.1619560938104
"battery_4","p125","2048",0.382287499999919
"battery_4","p126","2038",124.35176960163
"battery_4","p126","2044",117.484396851484
"battery_4","p126","2048",2.00140578219086
"battery_4","p127","2038",59.0426517143999
"battery_4","p127","2040",61.8485642099882
"battery_4","p127","2044",47.0430404533229
"battery_4","p128","2046",50
"battery_4","p131","2042",1.3429805201485
"battery_4","p131","2044",0.0028770413168786
"battery_4","p131","2046",297.1805905661
"battery_4","p131","2048",23.8411340239233
"battery_4","p131","2050",29.5610528928189
"battery_4","p132","2038",25.641524265552
"battery_4","p132","2040",6.18357324460806
"battery_4","p132","2042",23.5336778073662
"battery_4","p132","2044",17.1526675767021
"battery_4","p132","2046",7.75557745411129
"battery_4","p133","2046",0.211325907386498
"battery_4","p133","2048",0.432248815850658
"battery_6","p11","2046",1.58758023381664
"battery_6","p11","2050",12.6734693877553
"battery_6","p13","2050",0.133387111817569
"battery_6","p23","2050",0.0245855601791948
"battery_6","p27","2048",0.517450428189676
"battery_6","p27","2050",1.25610003760675
"battery_6","p29","2048",0.00798290586099909
"battery_6","p29","2050",0.52002046754855
"battery_6","p30","2048",0.55787501461063
"battery_6","p30","2050",2.1378133184964
"battery_6","p34","2050",4.04362902532012
"battery_6","p59","2048",0.0483780766209994
"battery_6","p59","2050",0.0297571852215686
"battery_6","p63","2046",0.105598943714531
"battery_6","p66","2050",150.378788216468
"battery_6","p98","2050",125.164898413436
"battery_6","p102","2046",32.5191536759303
"battery_6","p114","2048",1.18283322072563
"battery_6","p116","2038",0.0713
"battery_6","p124","2050",16.9434337049628
"battery_6","p125","2038",0.681900866234585
"battery_6","p126","2038",0.0212742673078901
"battery_6","p127","2046",242.08792437778
"battery_6","p127","2048",132.809359118674
"battery_6","p127","2050",20.0853929857207
"battery_6","p128","2048",91.5207303429098
"battery_6","p128","2050",82.6899275629442
"battery_6","p129","2050",13.9594691904125
"battery_6","p130","2048",0.10056068871512
"battery_6","p130","2050",6.64122818912944
"battery_6","p131","2048",17.7357747319461
"battery_6","p131","2050",124.095853233743
"battery_6","p132","2044",3.07268642957017
"battery_6","p132","2046",12.692598062433
"battery_6","p132","2048",0.133771172603588
"battery_6","p132","2050",0.0136543928975357
"battery_6","p133","2048",0.349545321693292
"battery_6","p133","2050",5.25444913074786
"battery_8","p127","2046",72.7469573517029
"biopower","p1","2012",36
"biopower","p3","2034",25
"biopower","p5","2036",3.75
"biopower","p6","2036",11.25
"biopower","p6","2038",3.9
"biopower","p8","2040",15
"biopower","p9","2012",18.45
"biopower","p9","2018",9.25
"biopower","p9","2036",22.75
"biopower","p9","2038",62.85
"biopower","p9","2040",65.95
"biopower","p10","2036",5.75
"biopower","p10","2038",7.75
"biopower","p10","2040",34.7
"biopower","p10","2042",23.5
"biopower","p10","2044",11
"biopower","p14","2032",2.9
"biopower","p15","2034",2.9
"biopower","p31","2038",1.1
"biopower","p33","2036",2.4
"biopower","p33","2050",2.5
"biopower","p42","2018",27.5
"biopower","p43","2030",12.5
"biopower","p46","2016",25
"biopower","p46","2020",7.5
"biopower","p46","2024",8
"biopower","p46","2030",9
"biopower","p58","2034",5.55
"biopower","p74","2030",8.85
"biopower","p75","2030",22
"biopower","p80","2012",9.95
"biopower","p85","2048",4
"biopower","p90","2020",44.65
"biopower","p91","2018",33
"biopower","p96","2050",42.5
"biopower","p98","2016",30.85
"biopower","p98","2038",71.5
"biopower","p98","2040",23.5
"biopower","p99","2020",41.5
"biopower","p99","2028",98.65
"biopower","p101","2012",3.75
"biopower","p101","2020",23.55
"biopower","p101","2036",6.85
"biopower","p102","2046",37.45
"biopower","p103","2038",17
"biopower","p103","2040",8.15
"biopower","p103","2042",19
"biopower","p103","2044",19
"biopower","p103","2046",17.5
"biopower","p111","2044",3.6
"biopower","p122","2014",6
"biopower","p122","2018",8.1
"biopower","p127","2016",29.55
"biopower","p127","2020",9.5
"biopower","p127","2040",27.5
"biopower","p129","2014",1.85
"biopower","p129","2034",26
"biopower","p129","2042",10
"biopower","p130","2030",21.55
"biopower","p130","2036",7.5
"biopower","p130","2038",34.55
"biopower","p131","2012",4.35
"biopower","p131","2042",7.8
"biopower","p132","2042",13
"biopower","p134","2014",8.5
"biopower","p134","2016",7.99999999999999
"biopower","p134","2018",10.5
"biopower","p134","2020",34.5
"biopower","p134","2038",20.3
"biopower","p134","2040",65.55
"biopower","p134","2042",18
"can-imports","p1","2012",-234.54915
"can-imports","p1","2014",159.5709
"can-imports","p1","2016",-274.9935
"can-imports","p1","2018",144.5139
"can-imports","p1","2020",23.31915
"can-imports","p1","2022",30.0226
"can-imports","p1","2024",25.74175
"can-imports","p1","2026",-82.0187
"can-imports","p1","2028",7.91175000000004
"can-imports","p1","2030",8.27870000000001
"can-imports","p1","2032",8.50084999999996
"can-imports","p1","2034",7.08435000000003
"can-imports","p1","2036",3.61694999999997
"can-imports","p1","2038",-2.70344999999998
"can-imports","p1","2040",-3.70960000000002
"can-imports","p3","2012",-107.97195
"can-imports","p3","2014",79.2337
"can-imports","p3","2016",-144.74585
"can-imports","p3","2018",80.6739
"can-imports","p3","2020",3.71045000000001
"can-imports","p3","2022",15.0113
"can-imports","p3","2024",12.87085
"can-imports","p3","2026",-41.00935
"can-imports","p3","2028",3.95590000000001
"can-imports","p3","2030",4.13935000000001
"can-imports","p3","2032",4.25039999999998
"can-imports","p3","2034",3.54220000000001
"can-imports","p3","2036",1.80844999999999
"can-imports","p3","2038",-1.35175000000001
"can-imports","p3","2040",-1.85475
"can-imports","p18","2012",4.6513
"can-imports","p18","2014",-0.2759
"can-imports","p18","2016",-3.62455
"can-imports","p18","2018",4.2085
"can-imports","p18","2020",-3.9746
"can-imports","p36","2012",3.7174
"can-imports","p36","2014",2.1848
"can-imports","p36","2016",-22.6298
"can-imports","p36","2018",16.7602
"can-imports","p36","2020",8.15285
"can-imports","p37","2012",33.36095
"can-imports","p37","2014",-17.05335
"can-imports","p37","2016",-42.41545
"can-imports","p37","2018",-59.97295
"can-imports","p37","2020",-78.2439
"can-imports","p37","2022",-18.90195
"can-imports","p37","2024",1.00665000000004
"can-imports","p37","2026",33.4578
"can-imports","p37","2028",-112.78725
"can-imports","p37","2030",-107.07785
"can-imports","p37","2032",0.0841500000000224
"can-imports","p37","2034",0.17999999999995
"can-imports","p37","2036",-21.1409
"can-imports","p37","2038",12.83315
"can-imports","p37","2040",-10.875
"can-imports","p42","2012",33.36095
"can-imports","p42","2014",-17.05335
"can-imports","p42","2016",-42.41545
"can-imports","p42","2018",-59.97295
"can-imports","p42","2020",-78.2439
"can-imports","p42","2022",-18.90195
"can-imports","p42","2024",1.00665000000004
"can-imports","p42","2026",33.4578
"can-imports","p42","2028",-112.78725
"can-imports","p42","2030",-107.07785
"can-imports","p42","2032",0.0841500000000224
"can-imports","p42","2034",0.17999999999995
"can-imports","p42","2036",-21.1409
"can-imports","p42","2038",12.83315
"can-imports","p42","2040",-10.875
"can-imports","p103","2012",-84.94565
"can-imports","p103","2014",-106.30175
"can-imports","p103","2016",-111.0352
"can-imports","p103","2018",262.08555
"can-imports","p103","2020",134.6087
"can-imports","p103","2022",193.8352
"can-imports","p103","2024",-32.1789
"can-imports","p103","2026",71.5053
"can-imports","p103","2028",-172.05585
"can-imports","p103","2030",5.22714999999999
"can-imports","p103","2032",-0.42195000000001
"can-imports","p103","2034",-53.5751
"can-imports","p103","2036",27.70205
"can-imports","p103","2040",23.28945
"can-imports","p127","2012",-237.8152
"can-imports","p127","2014",-96.5072
"can-imports","p127","2016",-153.5037
"can-imports","p127","2018",15.3231499999999
"can-imports","p127","2020",127.09415
"can-imports","p127","2022",218.43915
"can-imports","p127","2024",-33.83045
"can-imports","p127","2026",97.44095
"can-imports","p127","2028",-166.8865
"can-imports","p127","2030",28.9824
"can-imports","p127","2032",10.41085
"can-imports","p127","2034",-8.84225000000004
"can-imports","p127","2036",63.5559500000001
"can-imports","p127","2038",16.38585
"can-imports","p127","2040",28.33015
"can-imports","p129","2012",-305.73915
"can-imports","p129","2014",19.58915
"can-imports","p129","2016",-84.9369499999998
"can-imports","p129","2018",-493.5248
"can-imports","p129","2020",-15.0291
"can-imports","p129","2022",49.2077999999999
"can-imports","p129","2024",-3.30304999999998
"can-imports","p129","2026",51.8713
"can-imports","p129","2028",10.3387
"can-imports","p129","2030",47.51045
"can-imports","p129","2032",21.6656500000001
"can-imports","p129","2034",89.4656499999999
"can-imports","p129","2036",71.7078000000001
"can-imports","p129","2038",32.7717499999999
"can-imports","p129","2040",10.0813000000001
"can-imports","p134","2012",17.02105
"can-imports","p134","2014",-84.05345
"can-imports","p134","2016",15.56345
"can-imports","p134","2018",-65.83955
"can-imports","p134","2020",77.2239
"can-imports","p134","2022",29.9948
"can-imports","p134","2024",-1.0624
"can-imports","p134","2026",-3.56740000000001
"can-imports","p134","2028",4.86
"can-imports","p134","2030",-15.9489
"can-imports","p134","2032",-0.845849999999999
"can-imports","p134","2034",-0.815250000000006
"can-imports","p134","2036",-1.91735
"can-imports","p134","2038",-12.3437
"can-imports","p134","2040",9.60455
"Coal-IGCC","p101","2050",110
"Coal-IGCC","p105","2016",42.5
"Coal-IGCC","p107","2024",297.5
"coal-new","p12","2044",109.2
"coal-new","p13","2014",100
"coal-new","p18","2028",32.3415814308366
"coal-new","p18","2044",21.1584185691634
"coal-new","p23","2024",127.5
"coal-new","p25","2050",225
"coal-new","p28","2020",190
"coal-new","p28","2026",193.5
"coal-new","p29","2032",208.5
"coal-new","p31","2022",423.5
"coal-new","p33","2012",0.2
"coal-new","p34","2014",7.5
"coal-new","p34","2022",162.5
"coal-new","p34","2026",167.5
"coal-new","p38","2050",237
"coal-new","p43","2016",23.2000000000001
"coal-new","p43","2018",77.45
"coal-new","p43","2034",255.5
"coal-new","p45","2044",72.85
"coal-new","p46","2014",3.44999999999999
"coal-new","p53","2044",29.0999999999999
"coal-new","p53","2046",29.25
"coal-new","p53","2048",402.1
"coal-new","p54","2018",49.1500000000001
"coal-new","p54","2044",282
"coal-new","p54","2046",42
"coal-new","p55","2014",7.25
"coal-new","p55","2020",99
"coal-new","p57","2018",397.5
"coal-new","p70","2026",1.45000000000005
"coal-new","p70","2048",44.95
"coal-new","p72","2042",243.5
"coal-new","p72","2044",243.5
"coal-new","p77","2022",153.75
"coal-new","p81","2026",85
"coal-new","p82","2020",71.75
"coal-new","p82","2022",157.5
"coal-new","p82","2024",88.85
"coal-new","p82","2044",103.15
"coal-new","p88","2024",220
"coal-new","p89","2044",28.1000000000001
"coal-new","p89","2050",444.3
"coal-new","p90","2020",238
"coal-new","p90","2044",181
"coal-new","p90","2046",378.25
"coal-new","p91","2024",37.5
"coal-new","p91","2026",37.5
"coal-new","p91","2046",149.5
"coal-new","p91","2048",237.5
"coal-new","p92","2024",435
"coal-new","p92","2030",435
"coal-new","p92","2048",619.5
"coal-new","p93","2028",67
"coal-new","p93","2030",67
"coal-new","p94","2042",6.09999999999991
"coal-new","p94","2044",6.09999999999991
"coal-new","p94","2048",362
"coal-new","p94","2050",934.15
"coal-new","p96","2046",342
"coal-new","p96","2048",302.5
"coal-new","p96","2050",137.5
"coal-new","p97","2020",189
"coal-new","p97","2024",291
"coal-new","p97","2028",258
"coal-new","p97","2034",370
"coal-new","p97","2044",329
"coal-new","p97","2046",330
"coal-new","p97","2050",1110
"coal-new","p98","2018",22
"coal-new","p98","2042",189.5
"coal-new","p98","2044",334
"coal-new","p98","2048",347
"coal-new","p99","2024",1060.45
"coal-new","p101","2046",694.72233802864
"coal-new","p101","2048",81.2776619713601
"coal-new","p102","2020",165
"coal-new","p103","2024",127.5
"coal-new","p103","2046",407.15
"coal-new","p103","2050",381
"coal-new","p105","2024",215.5
"coal-new","p105","2028",227.5
"coal-new","p105","2046",250
"coal-new","p105","2048",247.5
"coal-new","p107","2022",140
"coal-new","p107","2024",210.9
"coal-new","p107","2030",488.75
"coal-new","p107","2036",75.3
"coal-new","p107","2040",131.25
"coal-new","p107","2046",147.9
"coal-new","p107","2048",135
"coal-new","p107","2050",315
"coal-new","p108","2020",616.9
"coal-new","p108","2044",75
"coal-new","p108","2046",146.5
"coal-new","p109","2016",84
"coal-new","p109","2050",237
"coal-new","p111","2046",307.5
"coal-new","p112","2020",570
"coal-new","p112","2030",481.4
"coal-new","p112","2042",730
"coal-new","p114","2026",510
"coal-new","p115","2014",265
"coal-new","p115","2046",282.5
"coal-new","p116","2040",277
"coal-new","p116","2042",277.5
"coal-new","p116","2044",273
"coal-new","p116","2046",780
"coal-new","p116","2048",260
"coal-new","p117","2046",400
"coal-new","p117","2048",1050
"coal-new","p118","2024",305
"coal-new","p121","2024",90
"coal-new","p122","2020",60.5
"coal-new","p122","2044",371
"coal-new","p122","2048",752
"coal-new","p122","2050",316.5
"coal-new","p123","2020",318.5
"coal-new","p123","2046",602.5
"coal-new","p127","2014",5.5
"coal-new","p127","2034",92.5
"coal-new","p127","2036",92.5
"CoalOldScr","p2","2020",335
"CoalOldScr","p2","2026",335
"CoalOldScr","p5","2022",292.5
"CoalOldScr","p9","2012",26.85
"CoalOldScr","p9","2014",16.5
"CoalOldScr","p10","2016",50.6
"CoalOldScr","p12","2024",134
"CoalOldScr","p13","2014",49
"CoalOldScr","p13","2018",127.5
"CoalOldScr","p20","2020",307
"CoalOldScr","p20","2024",759
"CoalOldScr","p21","2024",265.5
"CoalOldScr","p21","2028",269.5
"CoalOldScr","p21","2038",604.5
"CoalOldScr","p21","2044",100.5
"CoalOldScr","p21","2046",165
"CoalOldScr","p23","2024",166
"CoalOldScr","p24","2028",110
"CoalOldScr","p24","2046",59
"CoalOldScr","p24","2048",178
"CoalOldScr","p25","2024",900
"CoalOldScr","p25","2044",13.95
"CoalOldScr","p25","2046",32.5
"CoalOldScr","p26","2030",229
"CoalOldScr","p29","2028",193.5
"CoalOldScr","p29","2032",381
"CoalOldScr","p31","2018",418.5
"CoalOldScr","p31","2020",126.5
"CoalOldScr","p31","2032",770
"CoalOldScr","p33","2014",17.5
"CoalOldScr","p33","2016",76
"CoalOldScr","p33","2018",92
"CoalOldScr","p33","2024",213.5
"CoalOldScr","p33","2028",205
"CoalOldScr","p33","2030",385.95
"CoalOldScr","p33","2040",67.55
"CoalOldScr","p33","2042",65.5
"CoalOldScr","p34","2012",12.5
"CoalOldScr","p34","2018",1.89999999999998
"CoalOldScr","p34","2020",50
"CoalOldScr","p34","2022",104
"CoalOldScr","p34","2030",104
"CoalOldScr","p35","2022",26.55
"CoalOldScr","p36","2022",37.4000000000001
"CoalOldScr","p36","2042",110.5
"CoalOldScr","p36","2046",139.95
"CoalOldScr","p36","2050",222.5
"CoalOldScr","p37","2022",573.1
"CoalOldScr","p43","2022",341
"CoalOldScr","p43","2026",340
"CoalOldScr","p43","2034",438
"CoalOldScr","p43","2048",181.75
"CoalOldScr","p45","2044",108.55
"CoalOldScr","p45","2050",255.05
"CoalOldScr","p50","2024",80
"CoalOldScr","p50","2026",80
"CoalOldScr","p51","2026",230
"CoalOldScr","p53","2028",10.1844624142902
"CoalOldScr","p53","2036",55.75
"CoalOldScr","p53","2046",187.25
"CoalOldScr","p57","2050",47.45
"CoalOldScr","p58","2018",284
"CoalOldScr","p58","2024",322.65
"CoalOldScr","p60","2020",325
"CoalOldScr","p63","2024",613.984027037691
"CoalOldScr","p63","2030",230.515972962309
"CoalOldScr","p67","2046",305
"CoalOldScr","p76","2050",284.05
"CoalOldScr","p79","2022",206.8
"CoalOldScr","p79","2034",118.5
"CoalOldScr","p79","2036",124.45
"CoalOldScr","p79","2040",151.55
"CoalOldScr","p79","2042",153.85
"CoalOldScr","p81","2012",11.1
"CoalOldScr","p81","2024",889
"CoalOldScr","p81","2028",60
"CoalOldScr","p83","2026",851.5
